"","seqnames","start","end","width","flank.5","flank.3","total.width"
"608","chr1",26738867,26738893,27,64,2,93
"609","chr1",26749169,26749186,18,44,70,132
"610","chr1",26785750,26785776,27,93,36,156
"611","chr1",26826953,26826983,31,15,34,80
"612","chr1",26830771,26830800,30,76,43,149
"613","chr1",26974635,26974655,21,6,5,32
"614","chr1",26992646,26992665,20,8,146,174
"615","chr1",27013705,27013731,27,5,21,53
"616","chr1",27015953,27015971,19,122,5,146
"617","chr1",27024819,27024839,21,76,84,181
"618","chr1",27030165,27030192,28,7,72,107
"619","chr1",27032612,27032632,21,9,136,166
"620","chr1",27075553,27075574,22,77,98,197
"621","chr1",27128658,27128675,18,13,72,103
"622","chr1",27147112,27147143,32,70,31,133
"623","chr1",27156779,27156802,24,145,6,175
"624","chr1",27169731,27169756,26,76,54,156
"625","chr1",27175135,27175154,20,69,8,97
"626","chr1",27191209,27191227,19,7,140,166
"627","chr1",27211491,27211518,28,7,3,38
"628","chr1",27232643,27232664,22,8,122,152
"629","chr1",27396162,27396186,25,8,77,110
"630","chr1",27441754,27441776,23,145,6,174
"631","chr1",27477899,27477936,38,114,6,158
"632","chr1",27477908,27477945,38,123,65,226
"633","chr1",27489349,27489391,43,36,115,194
"634","chr1",27489454,27489482,29,127,10,166
"635","chr1",27499863,27499888,26,52,72,150
"636","chr1",27527865,27527897,33,3,122,158
"637","chr1",27548842,27548862,21,73,92,186
"638","chr1",27551504,27551521,18,37,113,168
"639","chr1",27603146,27603188,43,36,113,192
"640","chr1",27625941,27625968,28,70,122,220
"641","chr1",27632120,27632142,23,64,33,120
"642","chr1",27640683,27640700,18,149,5,172
"643","chr1",27647882,27647927,46,9,42,97
"644","chr1",27675265,27675290,26,7,32,65
"645","chr1",27677638,27677671,34,96,11,141
"646","chr1",27679269,27679295,27,76,46,149
"647","chr1",27704937,27704960,24,129,7,160
"648","chr1",27920852,27920870,19,7,26,52
"649","chr1",27985257,27985276,20,121,103,244
"650","chr1",28097297,28097325,29,8,115,152
"651","chr1",28131550,28131575,26,39,6,71
"652","chr1",28140912,28140938,27,71,77,175
"653","chr1",28149326,28149352,27,9,23,59
"654","chr1",28168126,28168144,19,29,75,123
"655","chr1",28201790,28201823,34,29,5,68
"656","chr1",28247127,28247158,32,3,35,70
"657","chr1",28252909,28252928,20,69,134,223
"658","chr1",28260120,28260180,61,21,35,117
"659","chr1",28290345,28290365,21,8,10,39
"660","chr1",28295203,28295240,38,145,67,250
"661","chr1",28300759,28300789,31,12,39,82
"662","chr1",28329281,28329303,23,76,16,115
"663","chr1",28338150,28338167,18,76,69,163
"664","chr1",28351971,28352000,30,14,30,74
"665","chr1",28357782,28357822,41,143,70,254
"666","chr1",28367174,28367205,32,73,77,182
"667","chr1",28448590,28448612,23,77,34,134
"668","chr1",28505202,28505231,30,149,6,185
"669","chr1",28523028,28523049,22,76,35,133
"670","chr1",28547505,28547525,21,12,73,106
"671","chr1",28551889,28551911,23,36,63,122
"672","chr1",28608176,28608196,21,146,27,194
"673","chr1",28615679,28615712,34,105,74,213
"674","chr1",28627392,28627409,18,145,2,165
"675","chr1",28633165,28633184,20,76,142,238
"676","chr1",28650155,28650173,19,23,75,117
"677","chr1",28667043,28667075,33,146,38,217
"678","chr1",28674709,28674736,28,8,131,167
"679","chr1",28676731,28676751,21,113,69,203
"680","chr1",28678888,28678926,39,43,9,91
"681","chr1",28723107,28723131,25,53,74,152
"682","chr1",28731747,28731767,21,8,119,148
"683","chr1",28764255,28764287,33,7,141,181
"684","chr1",28777367,28777395,29,66,5,100
"685","chr1",28807821,28807867,47,112,73,232
"686","chr1",28823191,28823214,24,8,8,40
"687","chr1",28842023,28842047,25,45,145,215
"688","chr1",28851856,28851880,25,142,21,188
"689","chr1",28858100,28858130,31,7,112,150
"690","chr1",28922627,28922644,18,7,48,73
"691","chr1",29011123,29011152,30,82,69,181
"692","chr1",29041134,29041188,55,138,76,269
"693","chr1",29108544,29108574,31,7,49,87
"694","chr1",29123931,29123957,27,36,100,163
"695","chr1",29133096,29133150,55,48,9,112
"696","chr1",29133123,29133245,123,10,49,182
"697","chr1",29138161,29138222,62,36,66,164
"698","chr1",29149169,29149202,34,144,10,188
"699","chr1",29168192,29168210,19,35,133,187
"700","chr1",29236526,29236553,28,7,29,64
"701","chr1",29236548,29236591,44,8,7,59
"702","chr1",29241581,29241606,26,70,38,134
"703","chr1",29442835,29442853,19,7,42,68
"704","chr1",29698896,29698918,23,47,21,91
"705","chr1",30048351,30048416,66,19,104,189
"706","chr1",30249999,30250045,47,78,55,180
"707","chr1",30330439,30330465,27,79,144,250
"708","chr1",30366356,30366420,65,87,8,160
"709","chr1",30704436,30704470,35,142,108,285
"710","chr1",30727123,30727147,25,76,12,113
"711","chr1",30826498,30826523,26,4,26,56
"712","chr1",30908467,30908485,19,58,8,85
"713","chr1",30908506,30908548,43,19,4,66
"714","chr1",30908590,30908626,37,46,71,154
"715","chr1",30908784,30908803,20,5,46,71
"716","chr1",30917369,30917396,28,146,6,180
"717","chr1",30924883,30924905,23,4,121,148
"718","chr1",30961196,30961217,22,68,71,161
"719","chr1",31057406,31057441,36,59,3,98
"720","chr1",31089453,31089478,26,76,27,129
"721","chr1",31100199,31100217,19,69,75,163
"722","chr1",31102324,31102341,18,25,7,50
"723","chr1",31132120,31132143,24,13,42,79
"724","chr1",31145081,31145101,21,10,74,105
"725","chr1",31145388,31145407,20,141,4,165
"726","chr1",31154953,31154973,21,56,25,102
"727","chr1",31155124,31155145,22,28,7,57
"728","chr1",31160611,31160629,19,10,22,51
"729","chr1",31168151,31168174,24,9,27,60
"730","chr1",31181526,31181558,33,28,125,186
"731","chr1",31200459,31200477,19,103,107,229
"732","chr1",31413154,31413185,32,17,53,102
"733","chr1",31503910,31503936,27,69,131,227
"734","chr1",31623297,31623332,36,50,39,125
"735","chr1",31677069,31677103,35,8,56,99
"736","chr1",31764067,31764098,32,11,52,95
"737","chr1",31764108,31764128,21,41,11,73
"738","chr1",31938062,31938102,41,108,35,184
"739","chr1",31938145,31938164,20,11,23,54
"740","chr1",31988298,31988318,21,69,6,96
"741","chr1",32068085,32068109,25,146,5,176
"742","chr1",32071323,32071350,28,7,76,111
"743","chr1",32071644,32071668,25,144,68,237
"744","chr1",32087320,32087341,22,147,72,241
"745","chr1",32093400,32093429,30,8,144,182
"746","chr1",32093802,32093835,34,7,55,96
"747","chr1",32094118,32094144,27,8,11,46
"748","chr1",32110057,32110079,23,73,43,139
"749","chr1",32124843,32124860,18,25,113,156
"750","chr1",32183424,32183445,22,9,10,41
"751","chr1",32213504,32213526,23,8,143,174
"752","chr1",32270693,32270718,26,97,145,268
"753","chr1",32288976,32289027,52,114,141,307
"754","chr1",32293321,32293339,19,135,74,228
"755","chr1",32335865,32335885,21,31,2,54
"756","chr1",32336455,32336472,18,98,112,228
"757","chr1",32341249,32341280,32,104,19,155
"758","chr1",32343283,32343324,42,72,52,166
"759","chr1",32463686,32463709,24,23,82,129
"760","chr1",32500046,32500069,24,13,8,45
"761","chr1",32500068,32500096,29,40,54,123
"762","chr1",32500491,32500509,19,93,125,237
"763","chr1",32500830,32500852,23,55,12,90
"764","chr1",32553887,32553905,19,135,73,227
"765","chr1",32586003,32586024,22,136,6,164
"766","chr1",32644705,32644726,22,87,24,133
"767","chr1",32698215,32698236,22,147,136,305
"768","chr1",32738942,32738961,20,127,75,222
"769","chr1",32750809,32750827,19,34,142,195
"770","chr1",32762979,32762998,20,5,54,79
"771","chr1",32770013,32770030,18,1,52,71
"772","chr1",32778727,32778755,29,44,125,198
"773","chr1",32838334,32838363,30,84,74,188
"774","chr1",32845008,32845042,35,8,63,106
"775","chr1",32903260,32903284,25,145,27,197
"776","chr1",32903998,32904046,49,63,74,186
"777","chr1",32959882,32959901,20,77,27,124
"778","chr1",32963719,32963743,25,133,5,163
"779","chr1",32976486,32976532,47,76,33,156
"780","chr1",33114341,33114371,31,8,20,59
"781","chr1",33256167,33256200,34,1,38,73
"782","chr1",33256451,33256473,23,18,26,67
"783","chr1",33256540,33256581,42,64,123,229
"784","chr1",33256827,33256860,34,26,68,128
"785","chr1",33256904,33256945,42,15,23,80
"786","chr1",33257395,33257429,35,48,97,180
"787","chr1",33349937,33349993,57,24,9,90
"788","chr1",33430623,33430650,28,67,17,112
"789","chr1",33432677,33432699,23,5,32,60
"790","chr1",33648362,33648379,18,53,74,145
"791","chr1",33934834,33934854,21,145,83,249
"792","chr1",33992704,33992728,25,78,36,139
"793","chr1",34129655,34129683,29,36,3,68
"794","chr1",34259493,34259521,29,71,68,168
"795","chr1",34327608,34327628,21,22,65,108
"796","chr1",34381497,34381519,23,52,43,118
"797","chr1",34409428,34409460,33,43,25,101
"798","chr1",34904680,34904714,35,51,144,230
"799","chr1",34929604,34929630,27,115,3,145
"800","chr1",34929688,34929723,36,31,6,73
"801","chr1",34929739,34929773,35,6,70,111
"802","chr1",35092547,35092644,98,75,139,312
"803","chr1",35149604,35149622,19,133,74,226
"804","chr1",35207854,35207893,40,4,6,50
"805","chr1",35216595,35216624,30,78,1,109
"806","chr1",35219107,35219126,20,77,6,103
"807","chr1",35261048,35261072,25,7,48,80
"808","chr1",35434084,35434104,21,10,95,126
"809","chr1",35494451,35494489,39,124,4,167
"810","chr1",35521652,35521687,36,9,56,101
"811","chr1",35629811,35629840,30,105,73,208
"812","chr1",35641194,35641212,19,45,70,134
"813","chr1",35669642,35669659,18,4,75,97
"814","chr1",35719761,35719789,29,91,6,126
"815","chr1",35730568,35730591,24,23,74,121
"816","chr1",35787469,35787498,30,77,35,142
"817","chr1",35794251,35794273,23,8,16,47
"818","chr1",35805130,35805157,28,8,89,125
"819","chr1",35808150,35808168,19,63,3,85
"820","chr1",35808171,35808196,26,25,21,72
"821","chr1",35808339,35808363,25,20,33,78
"822","chr1",35825859,35825877,19,82,5,106
"823","chr1",35829841,35829866,26,135,82,243
"824","chr1",35867673,35867694,22,6,135,163
"825","chr1",35878076,35878098,23,73,60,156
"826","chr1",35900912,35900930,19,7,72,98
"827","chr1",36120778,36120808,31,14,44,89
"828","chr1",36129413,36129431,19,125,8,152
"829","chr1",36131621,36131644,24,73,44,141
"830","chr1",36156309,36156330,22,11,14,47
"831","chr1",36156365,36156384,20,65,14,99
"832","chr1",36198356,36198377,22,3,14,39
"833","chr1",36202861,36202886,26,76,18,120
"834","chr1",36239258,36239277,20,69,91,180
"835","chr1",36262960,36262983,24,29,75,128
"836","chr1",36274626,36274649,24,75,115,214
"837","chr1",36318899,36318941,43,139,16,198
"838","chr1",36322545,36322568,24,105,86,215
"839","chr1",36323652,36323675,24,48,20,92
"840","chr1",36385861,36385884,24,62,18,104
"841","chr1",36441751,36441772,22,5,7,34
"842","chr1",36452258,36452277,20,3,35,58
"843","chr1",36622378,36622395,18,76,20,114
"844","chr1",36684867,36684888,22,13,54,89
"845","chr1",36684886,36684927,42,52,35,129
"846","chr1",36708165,36708193,29,101,50,180
"847","chr1",36823473,36823501,29,61,7,97
"848","chr1",37010728,37010752,25,69,40,134
"849","chr1",37474706,37474752,47,16,50,113
"850","chr1",37516929,37516952,24,7,74,105
"851","chr1",37585060,37585077,18,77,96,191
"852","chr1",37765671,37765718,48,122,106,276
"853","chr1",37793761,37793795,35,128,7,170
"854","chr1",37794378,37794410,33,122,49,204
"855","chr1",37871458,37871483,26,58,6,90
"856","chr1",37876704,37876723,20,142,33,195
"857","chr1",37917309,37917339,31,6,54,91
"858","chr1",37939435,37939461,27,7,2,36
"859","chr1",37962604,37962624,21,108,73,202
"860","chr1",37967678,37967710,33,77,42,152
"861","chr1",37990773,37990790,18,8,6,32
"862","chr1",38005138,38005160,23,13,38,74
"863","chr1",38044596,38044623,28,40,76,144
"864","chr1",38045412,38045429,18,5,103,126
"865","chr1",38046632,38046662,31,106,6,143
"866","chr1",38052713,38052735,23,128,66,217
"867","chr1",38054961,38055005,45,41,29,115
"868","chr1",38355798,38355820,23,72,66,161
"869","chr1",38859678,38859703,26,63,79,168
"870","chr1",38859718,38859767,50,32,39,121
"871","chr1",38870170,38870190,21,138,6,165
"872","chr1",38884574,38884625,52,47,23,122
"873","chr1",38956561,38956585,25,57,143,225
"874","chr1",38977647,38977678,32,16,120,168
"875","chr1",38984230,38984248,19,76,12,107
"876","chr1",39055715,39055742,28,139,55,222
"877","chr1",39056166,39056184,19,130,73,222
"878","chr1",39111367,39111397,31,6,71,108
"879","chr1",39121436,39121467,32,12,138,182
"880","chr1",39149530,39149587,58,76,71,205
"881","chr1",39175942,39175960,19,77,17,113
"882","chr1",39176110,39176127,18,76,74,168
"883","chr1",39194318,39194371,54,8,127,189
"884","chr1",39247069,39247090,22,8,143,173
"885","chr1",39337563,39337583,21,75,83,179
"886","chr1",39415526,39415543,18,34,52,104
"887","chr1",39417714,39417749,36,27,75,138
"888","chr1",39559788,39559806,19,8,45,72
"889","chr1",39601548,39601580,33,27,22,82
"890","chr1",39601580,39601603,24,50,42,116
"891","chr1",39606713,39606730,18,123,6,147
"892","chr1",39606737,39606754,18,147,50,215
"893","chr1",39613138,39613168,31,76,3,110
"894","chr1",39615588,39615608,21,76,79,176
"895","chr1",39639684,39639712,29,96,2,127
"896","chr1",39642154,39642178,25,114,74,213
"897","chr1",39676139,39676157,19,141,4,164
"898","chr1",39696171,39696201,31,60,7,98
"899","chr1",39788862,39788879,18,46,7,71
"900","chr1",39838653,39838675,23,30,129,182
"901","chr1",39864598,39864618,21,145,17,183
"902","chr1",39884636,39884658,23,10,13,46
"903","chr1",40022350,40022377,28,69,16,113
"904","chr1",40035892,40035909,18,144,45,207
"905","chr1",40159685,40159711,27,9,44,80
"906","chr1",40169623,40169645,23,11,67,101
"907","chr1",40185657,40185678,22,145,39,206
"908","chr1",40198302,40198320,19,6,12,37
"909","chr1",40287057,40287083,27,7,120,154
"910","chr1",40488041,40488058,18,137,80,235
"911","chr1",40523006,40523031,26,74,68,168
"912","chr1",40534237,40534258,22,8,35,65
"913","chr1",40796916,40796952,37,29,76,142
"914","chr1",40819127,40819167,41,71,104,216
"915","chr1",40865024,40865057,34,31,125,190
"916","chr1",40885576,40885605,30,16,67,113
"917","chr1",41150502,41150525,24,18,75,117
"918","chr1",41361528,41361554,27,94,66,187
"919","chr1",41442030,41442063,34,143,6,183
"920","chr1",41494040,41494058,19,56,9,84
"921","chr1",41662160,41662202,43,11,35,89
"922","chr1",41753671,41753709,39,19,3,61
"923","chr1",41888203,41888225,23,29,143,195
"924","chr1",41918108,41918133,26,19,15,60
"925","chr1",42086755,42086786,32,69,77,178
"926","chr1",42373632,42373650,19,8,143,170
"927","chr1",42413134,42413155,22,83,74,179
"928","chr1",42432225,42432242,18,105,141,264
"929","chr1",42520635,42520658,24,44,7,75
"930","chr1",42629970,42629992,23,76,5,104
"931","chr1",42723060,42723081,22,75,27,124
"932","chr1",42749757,42749776,20,57,85,162
"933","chr1",42834544,42834570,27,73,31,131
"934","chr1",42864328,42864357,30,84,7,121
"935","chr1",42924886,42924923,38,28,15,81
"936","chr1",42956408,42956433,26,75,11,112
"937","chr1",42958185,42958208,24,43,56,123
"938","chr1",43093977,43094011,35,7,4,46
"939","chr1",43159928,43159954,27,137,7,171
"940","chr1",43231700,43231718,19,77,25,121
"941","chr1",43353448,43353477,30,78,75,183
"942","chr1",43366586,43366606,21,102,6,129
"943","chr1",43367822,43367873,52,47,27,126
"944","chr1",43369496,43369521,26,147,9,182
"945","chr1",43453838,43453868,31,74,51,156
"946","chr1",43530912,43530977,66,24,45,135
"947","chr1",43531830,43531851,22,133,57,212
"948","chr1",43731558,43731578,21,37,69,127
"949","chr1",43802923,43802951,29,84,52,165
"950","chr1",43979337,43979364,28,6,16,50
"951","chr1",44003749,44003772,24,56,5,85
"952","chr1",44022699,44022725,27,78,117,222
"953","chr1",44031167,44031203,37,34,99,170
"954","chr1",44148186,44148215,30,9,15,54
"955","chr1",44405378,44405402,25,109,134,268
"956","chr1",44405395,44405431,37,138,117,292
"957","chr1",44625018,44625058,41,120,29,190
"958","chr1",44645721,44645746,26,31,54,111
"959","chr1",44704835,44704852,18,8,122,148
"960","chr1",44714270,44714292,23,86,6,115
"961","chr1",44722904,44722924,21,145,27,193
"962","chr1",44726106,44726128,23,17,3,43
"963","chr1",44752134,44752156,23,12,131,166
"964","chr1",44789243,44789298,56,125,19,200
"965","chr1",44794206,44794228,23,25,74,122
"966","chr1",44801785,44801806,22,40,11,73
"967","chr1",44919884,44919901,18,37,75,130
"968","chr1",45044724,45044747,24,41,6,71
"969","chr1",45044747,45044849,103,143,51,297
"970","chr1",45206358,45206375,18,8,22,48
"971","chr1",45206725,45206743,19,128,109,256
"972","chr1",45224232,45224256,25,76,131,232
"973","chr1",45365678,45365696,19,76,146,241
"974","chr1",45472974,45473004,31,77,35,143
"975","chr1",45500866,45500887,22,113,4,139
"976","chr1",45520724,45520745,22,137,6,165
"977","chr1",45549183,45549202,20,7,74,101
"978","chr1",45558396,45558416,21,7,75,103
"979","chr1",45581002,45581027,26,6,5,37
"980","chr1",45625194,45625213,20,9,146,175
"981","chr1",45639881,45639899,19,126,6,151
"982","chr1",45777601,45777638,38,7,13,58
"983","chr1",45784017,45784048,32,72,28,132
"984","chr1",45977488,45977515,28,145,74,247
"985","chr1",46073787,46073806,20,28,30,78
"986","chr1",46133219,46133241,23,3,62,88
"987","chr1",46186665,46186683,19,11,67,97
"988","chr1",46198462,46198489,28,21,37,86
"989","chr1",46198519,46198555,37,87,22,146
"990","chr1",46305299,46305321,23,40,23,86
"991","chr1",46305752,46305784,33,39,8,80
"992","chr1",46311321,46311352,32,1,112,145
"993","chr1",46358088,46358112,25,7,69,101
"994","chr1",46383449,46383471,23,74,2,99
"995","chr1",46466507,46466524,18,18,20,56
"996","chr1",46468500,46468530,31,92,64,187
"997","chr1",46484806,46484824,19,37,68,124
"998","chr1",46489707,46489731,25,16,38,79
"999","chr1",46607372,46607403,32,88,43,163
"1000","chr1",46719046,46719069,24,28,20,72
"1001","chr1",47259286,47259305,20,73,145,238
"1002","chr1",47344914,47344933,20,7,29,56
"1003","chr1",47346864,47346881,18,88,84,190
"1004","chr1",47416494,47416511,18,84,142,244
"1005","chr1",47438930,47438947,18,3,71,92
"1006","chr1",47438990,47439014,25,70,11,106
"1007","chr1",47439163,47439181,19,69,82,170
"1008","chr1",47614335,47614366,32,6,30,68
"1009","chr1",47769167,47769192,26,17,4,47
"1010","chr1",47997482,47997521,40,122,10,172
"1011","chr1",47997587,47997622,36,10,49,95
"1012","chr1",48622476,48622500,25,75,26,126
"1013","chr1",49965940,49965959,20,76,14,110
"1014","chr1",50094743,50094781,39,78,121,238
"1015","chr1",50419102,50419130,29,68,78,175
"1016","chr1",50650285,50650305,21,127,5,153
"1017","chr1",50959885,50959910,26,43,57,126
"1018","chr1",50965058,50965100,43,30,2,75
"1019","chr1",50990613,50990646,34,78,76,188
"1020","chr1",51090270,51090290,21,67,6,94
"1021","chr1",51217837,51217862,26,8,135,169
"1022","chr1",51243432,51243451,20,71,113,204
"1023","chr1",51335395,51335412,18,78,25,121
"1024","chr1",51519375,51519401,27,48,98,173
"1025","chr1",52019356,52019383,28,73,75,176
"1026","chr1",52056281,52056301,21,62,91,174
"1027","chr1",52095770,52095788,19,66,4,89
"1028","chr1",52109004,52109022,19,76,18,113
"1029","chr1",52135120,52135137,18,74,48,140
"1030","chr1",52340905,52340933,29,8,70,107
"1031","chr1",52441445,52441466,22,25,81,128
"1032","chr1",52528185,52528208,24,12,68,104
"1033","chr1",52553109,52553145,37,50,82,169
"1034","chr1",52553129,52553149,21,54,62,137
"1035","chr1",52602726,52602750,25,41,6,72
"1036","chr1",52609588,52609626,39,129,60,228
"1037","chr1",52721255,52721279,25,8,129,162
"1038","chr1",52721560,52721580,21,45,12,78
"1039","chr1",52726473,52726502,30,31,109,170
"1040","chr1",52767020,52767317,298,116,62,476
"1041","chr1",53069872,53069895,24,14,146,184
